date,oil_diff_target,RealInterestRate,CPI,DollarIndex,VIX,IndustryProduction,CPE,OilInventories,OPECProduction,OilProduction,TreasuryYield,FedFundsRate
2018-06-08,0.3299999999999983,0.0296363399999999,0.2259999999999991,0.0340999999999951,0.0499999999999989,0.7955999999999932,13.200000000000728,-4143.0,29.05311827958212,100.0,0.0,0.1200000000000001
2018-06-11,0.2800000000000011,0.0296363399999999,0.2259999999999991,0.0040000000000048,0.1699999999999999,0.7955999999999932,13.200000000000728,-4143.0,29.05311827958212,100.0,0.0299999999999998,0.1200000000000001
2018-06-12,0.25,0.0296363399999999,0.2259999999999991,0.103200000000001,-0.0099999999999997,0.7955999999999932,13.200000000000728,-4143.0,29.05311827958212,100.0,0.0,0.1200000000000001
2018-06-13,0.2800000000000011,0.0296363399999999,0.2259999999999991,0.0438999999999936,0.5999999999999996,0.7955999999999932,13.200000000000728,-4143.0,29.05311827958212,100.0,0.02,0.1200000000000001
2018-06-14,-1.8999999999999917,0.0296363399999999,0.2259999999999991,0.6016000000000048,-0.8200000000000003,0.7955999999999932,13.200000000000728,-4143.0,29.05311827958212,100.0,-0.04,0.1200000000000001
2018-06-15,0.8999999999999915,0.0296363399999999,0.2259999999999991,0.4786000000000001,-0.1399999999999988,0.7955999999999932,13.200000000000728,-5914.0,29.05311827958212,0.0,-0.0099999999999997,0.1200000000000001
2018-06-18,-0.8199999999999932,0.0296363399999999,0.2259999999999991,0.152000000000001,0.33,0.7955999999999932,13.200000000000728,-5914.0,29.05311827958212,0.0,-0.0100000000000002,0.1200000000000001
2018-06-19,0.8299999999999983,0.0296363399999999,0.2259999999999991,0.14909999999999,1.0399999999999991,0.7955999999999932,13.200000000000728,-5914.0,29.05311827958212,0.0,-0.0299999999999998,0.1200000000000001
2018-06-20,-0.2399999999999948,0.0296363399999999,0.2259999999999991,-0.1606000000000023,-0.5600000000000005,0.7955999999999932,13.200000000000728,-5914.0,29.05311827958212,0.0,0.04,0.1200000000000001
2018-06-21,3.339999999999989,0.0296363399999999,0.2259999999999991,0.1325000000000074,1.8500000000000016,0.7955999999999932,13.200000000000728,-5914.0,29.05311827958212,0.0,-0.0300000000000002,0.1200000000000001
2018-06-22,0.8900000000000006,0.0296363399999999,0.2259999999999991,-0.306200000000004,-0.870000000000001,0.7955999999999932,13.200000000000728,-9891.0,29.05311827958212,0.0,0.0,0.1200000000000001
2018-06-25,5.320000000000007,0.0296363399999999,0.2259999999999991,-0.0186999999999954,3.5599999999999987,0.7955999999999932,13.200000000000728,-9891.0,29.05311827958212,0.0,-0.0299999999999998,0.1200000000000001
2018-06-26,2.1799999999999926,0.0296363399999999,0.2259999999999991,0.015599999999992,-1.4099999999999984,0.7955999999999932,13.200000000000728,-9891.0,29.05311827958212,0.0,0.0099999999999997,0.1200000000000001
2018-06-27,-3.9599999999999937,0.0296363399999999,0.2259999999999991,0.5955000000000013,1.99,0.7955999999999932,13.200000000000728,-9891.0,29.05311827958212,0.0,-0.0499999999999998,0.1200000000000001
2018-06-28,0.6799999999999926,0.0296363399999999,0.2259999999999991,-0.0565999999999888,-1.0599999999999987,0.7955999999999932,13.200000000000728,-9891.0,29.05311827958212,0.0,0.0099999999999997,0.1200000000000001
2018-06-29,-0.2399999999999948,0.0296363399999999,0.2259999999999991,-0.5819000000000045,-0.7600000000000016,0.7955999999999932,13.200000000000728,1245.0,29.05311827958212,0.0,0.0100000000000002,0.1200000000000001
2018-07-02,0.2999999999999971,-0.0904944299999999,0.1959999999999979,0.908699999999996,-0.4900000000000002,0.1666000000000025,29.0,1245.0,71.40494623655104,0.0,0.02,0.0899999999999998
2018-07-03,-1.1400000000000006,-0.0904944299999999,0.1959999999999979,-0.8451000000000022,0.5400000000000009,0.1666000000000025,29.0,1245.0,71.40494623655104,0.0,-0.04,0.0899999999999998
2018-07-05,0.730000000000004,-0.0904944299999999,0.1959999999999979,-0.3462999999999994,-1.17,0.1666000000000025,29.0,1245.0,71.40494623655104,0.0,0.0099999999999997,0.0899999999999998
2018-07-06,0.1500000000000056,-0.0904944299999999,0.1959999999999979,-0.3331000000000017,-1.6000000000000014,0.1666000000000025,29.0,-12633.0,71.40494623655104,0.0,-0.02,0.0899999999999998
2018-07-09,0.1799999999999926,-0.0904944299999999,0.1959999999999979,-0.0002999999999957,-0.6799999999999997,0.1666000000000025,29.0,-12633.0,71.40494623655104,0.0,0.04,0.0899999999999998
2018-07-10,-3.640000000000001,-0.0904944299999999,0.1959999999999979,-0.0630999999999915,-0.0499999999999989,0.1666000000000025,29.0,-12633.0,71.40494623655104,0.0,0.0100000000000002,0.0899999999999998
2018-07-11,-0.1899999999999977,-0.0904944299999999,0.1959999999999979,0.2787999999999897,0.9900000000000002,0.1666000000000025,29.0,-12633.0,71.40494623655104,0.0,-0.02,0.0899999999999998
2018-07-12,0.75,-0.0904944299999999,0.1959999999999979,-0.0792000000000001,-1.0500000000000007,0.1666000000000025,29.0,-12633.0,71.40494623655104,0.0,0.0,0.0899999999999998
2018-07-13,-2.8100000000000023,-0.0904944299999999,0.1959999999999979,0.2914999999999992,-0.4000000000000003,0.1666000000000025,29.0,5836.0,71.40494623655104,100.0,-0.02,0.0899999999999998
2018-07-16,-0.1899999999999977,-0.0904944299999999,0.1959999999999979,-0.2267999999999972,0.6500000000000004,0.1666000000000025,29.0,5836.0,71.40494623655104,100.0,0.02,0.0899999999999998
2018-07-17,0.75,-0.0904944299999999,0.1959999999999979,0.3067000000000064,-0.7699999999999996,0.1666000000000025,29.0,5836.0,71.40494623655104,100.0,0.0099999999999997,0.0899999999999998
2018-07-18,0.6400000000000006,-0.0904944299999999,0.1959999999999979,0.1843999999999965,0.0399999999999991,0.1666000000000025,29.0,5836.0,71.40494623655104,100.0,0.02,0.0899999999999998
2018-07-19,0.8900000000000006,-0.0904944299999999,0.1959999999999979,0.6114999999999924,0.7699999999999996,0.1666000000000025,29.0,5836.0,71.40494623655104,100.0,-0.04,0.0899999999999998
2018-07-20,-2.4099999999999966,-0.0904944299999999,0.1959999999999979,-0.625,-0.0099999999999997,0.1666000000000025,29.0,-6147.0,71.40494623655104,0.0,0.0500000000000002,0.0899999999999998
2018-07-23,2.8699999999999903,-0.0904944299999999,0.1959999999999979,0.1033000000000043,-0.2400000000000002,0.1666000000000025,29.0,-6147.0,71.40494623655104,0.0,0.0699999999999998,0.0899999999999998
2018-07-24,0.3599999999999994,-0.0904944299999999,0.1959999999999979,-0.2201000000000021,-0.209999999999999,0.1666000000000025,29.0,-6147.0,71.40494623655104,0.0,-0.0099999999999997,0.0899999999999998
2018-07-25,0.4600000000000079,-0.0904944299999999,0.1959999999999979,-0.2823999999999955,-0.120000000000001,0.1666000000000025,29.0,-6147.0,71.40494623655104,0.0,-0.0100000000000002,0.0899999999999998
2018-07-26,-2.930000000000007,-0.0904944299999999,0.1959999999999979,-0.0041999999999973,-0.1499999999999985,0.1666000000000025,29.0,-6147.0,71.40494623655104,0.0,0.04,0.0899999999999998
2018-07-27,2.530000000000001,-0.0904944299999999,0.1959999999999979,-0.105400000000003,0.8899999999999988,0.1666000000000025,29.0,3803.0,71.40494623655104,-100.0,-0.02,0.0899999999999998
2018-07-30,-1.3100000000000025,-0.0904944299999999,0.1959999999999979,-0.2081000000000017,1.2300000000000004,0.1666000000000025,29.0,3803.0,71.40494623655104,-100.0,0.02,0.0899999999999998
2018-07-31,-1.0799999999999983,-0.0904944299999999,0.1959999999999979,0.1255000000000024,-1.4299999999999995,0.1666000000000025,29.0,3803.0,71.40494623655104,-100.0,-0.02,0.0899999999999998
2018-08-01,0.1500000000000056,0.1000079099999999,0.4490000000000123,0.1599999999999966,0.3200000000000003,0.6681000000000097,28.799999999999272,3803.0,207.34516129032272,-100.0,0.04,0.0
2018-08-02,-0.4600000000000079,0.1000079099999999,0.4490000000000123,0.2780000000000058,-0.9600000000000009,0.6681000000000097,28.799999999999272,3803.0,207.34516129032272,-100.0,-0.02,0.0
