date,oil_diff_target,RealInterestRate,CPI,DollarIndex,VIX,IndustryProduction,CPE,OilInventories,OPECProduction,OilProduction,TermSpread,TreasuryYield,FedFundsRate,oil_diff_lag1,oil_diff_lag5,oil_volatility_5,oil_volatility_20,MA_5,MA_20,MA_ratio,MA_5_gt_MA_20,oil_momentum_5,oil_momentum_20,TermSpread_inversion,vix_high,is_monday,is_friday
2013-01-14,-1.009999999999991,0.08440142,231.679,90.4935,13.52,98.3342,11810.6,332180.0,33694.5439694,7041.0,1.63,1.89,0.14,-0.2100000000000079,0.0799999999999983,0.4510875746459941,0.8375679076946471,93.594,91.017,1.0283133920036915,1,1.0699999999999932,8.879999999999995,0,0,1,0
2013-01-15,1.019999999999996,0.08440142,231.679,90.5191,13.55,98.3342,11810.6,332180.0,33694.5439694,7041.0,1.6,1.86,0.14,0.6700000000000017,0.0099999999999909,0.71805292284065,0.88907462240833,93.604,91.364,1.0245173153539686,1,0.0500000000000113,6.940000000000012,0,0,0,0
2013-01-16,1.2099999999999935,0.08440142,231.679,90.596,13.42,98.3342,11810.6,332180.0,33694.5439694,7041.0,1.58,1.84,0.14,-1.009999999999991,-0.1299999999999954,0.836420946653058,0.901748447826711,93.844,91.7425,1.022906504618906,1,1.2000000000000028,7.570000000000007,0,0,0,0
2013-01-17,0.1200000000000045,0.08440142,231.679,90.5401,13.57,98.3342,11810.6,332180.0,33694.5439694,7041.0,1.61,1.89,0.14,1.019999999999996,0.730000000000004,0.9291286240343658,0.9174522789826802,94.18,92.144,1.0220958499739536,1,1.6799999999999926,8.030000000000001,0,0,0,0
2013-01-18,0.480000000000004,0.08440142,231.679,90.8697,12.46,98.3342,11810.6,334993.0,33694.5439694,6989.0,1.61,1.87,0.14,1.2099999999999935,-0.2100000000000079,0.8916109016830104,0.8720417662619431,94.582,92.47,1.0228398399480911,1,2.010000000000005,6.519999999999996,0,0,0,1
2013-01-22,-1.0300000000000011,0.08440142,231.679,90.7892,12.43,98.3342,11810.6,334993.0,33694.5439694,6989.0,1.6,1.86,0.14,0.1200000000000045,0.6700000000000017,0.8813228693276891,0.8691270575153264,94.946,92.7865,1.023273859882634,1,1.8200000000000072,6.329999999999998,0,0,0,0
2013-01-23,0.289999999999992,0.08440142,231.679,90.8376,12.46,98.3342,11810.6,334993.0,33694.5439694,6989.0,1.6,1.86,0.14,0.480000000000004,-1.009999999999991,0.8891287870719281,0.8153145986285466,95.306,93.1295,1.023370682758954,1,1.7999999999999972,6.859999999999999,0,0,0,0
2013-01-24,-0.1999999999999886,0.08440142,231.679,90.9112,12.69,98.3342,11810.6,334993.0,33694.5439694,6989.0,1.65,1.88,0.14,-1.0300000000000011,1.019999999999996,0.8100802429389323,0.8132721432259649,95.52,93.4825,1.0217955232262723,1,1.0699999999999932,7.059999999999988,0,0,0,0
2013-01-25,0.7999999999999972,0.08440142,231.679,91.0868,12.89,98.3342,11810.6,340940.0,33694.5439694,6993.0,1.7,1.98,0.14,0.289999999999992,1.2099999999999935,0.5930177063123854,0.6592228279133647,95.452,93.7045,1.0186490510060882,1,-0.3399999999999892,4.440000000000012,0,0,0,1
2013-01-28,1.6700000000000017,0.08440142,231.679,91.2354,13.57,98.3342,11810.6,340940.0,33694.5439694,6993.0,1.71,2.0,0.14,-0.1999999999999886,0.1200000000000045,0.712790291740846,0.6717032552830773,95.52,93.9565,1.016640679463369,1,0.3400000000000034,5.040000000000006,0,0,1,0
2013-01-29,0.3599999999999994,0.08440142,231.679,90.9406,13.31,98.3342,11810.6,340940.0,33694.5439694,6993.0,1.73,2.03,0.14,0.7999999999999972,0.480000000000004,1.0180520615371298,0.7307861664349016,95.826,94.3045,1.0161339066534472,1,1.5300000000000011,6.960000000000008,0,0,0,0
