date,headline,summary,url,source,category,keyword,event,oil_relevance,is_noise
2020-03-31,StanChart widens oil demand loss forecasts citing lockdowns,StanChart widens oil demand loss forecasts citing lockdowns Reuters,https://news.google.com/rss/articles/CBMib0FVX3lxTE54T2poSTFySldJcmJrWm5nS0FEY0pzR0hzRl8wM2pSajN6cTJ5Q1JjendwTlpad20xTXN4ekVXbEJnMFpqV1RKcHF0RmtTQk1UQ1dYVTNfVUxDSGZ2OXljR1Yta2F2OGdJVjRuVFl2cw?oc=5,Reuters,financial,Brent crude,covid_oil_shock,1,False
2020-03-31,COLUMN-China's PMI rebound is more likely the outlier than the template: Russell,COLUMN-China's PMI rebound is more likely the outlier than the template: Russell Reuters,https://news.google.com/rss/articles/CBMi2AFBVV95cUxNbUdyd1JmYXJkRU1WY1ROWmR1S3k2ZS1ZeUFodEtGU0doZkI4UTdkcDd3bkFyV19tUVNNRGpBb3RXSlBYYkl4Y3hoTS1DaWtlQk15QWRaR19VVlZaY3RINzVpelRKQl9RNDVIWENHZWZ4UXRTUlNDVWFCOE1LeUYxeHJCRHdlYnhkZ2xFVDlwdkY3SG01SENBb2ZhdTh0S21iS1BIenR6MkhRX29hNDlfMWx1V0lqeVV0RlRQWkhhd3JWWWJzbWYxdTRNaFh2SjR6VkhCcmYyVkQ?oc=5,Reuters,financial,crude oil futures,covid_oil_shock,0,True
2020-03-31,Trump finalizes rollback of Obama-era vehicle fuel efficiency standards,Trump finalizes rollback of Obama-era vehicle fuel efficiency standards Reuters,https://news.google.com/rss/articles/CBMi1gFBVV95cUxPcmdMZ3JRZVp6cVJnZlRnMnNuX2VMMDRidXlpWDFMX1F1dWtQWnJsRS1hYkJROFBGOWRXRE1zaW5FYkU0SnY4WFVTQ3d4N19JTnJjUkVZVjYtb3p6dlN5T05lTzdxSmxqZHpBbFhJY1dkMkFMOHl5NVFpRENHektadWJWSVdZVEVFSkR2SzhfUW84V1NoS1hNWmJKZnNBOHRxNFoyYnQtNUtyT2paUFVkSU1YM0pMRTRfb0doUEZibEtUa1dqaGZrWDVIY3l0VVJwNWZXdTdB?oc=5,Reuters,financial,crude oil futures,covid_oil_shock,1,False
2020-03-31,"U.S. offers to lift Venezuela sanctions for power-sharing deal, shifting policy","U.S. offers to lift Venezuela sanctions for power-sharing deal, shifting policy Reuters",https://news.google.com/rss/articles/CBMiyAFBVV95cUxOLWtDM3RmZ2NTbW45UnVUMklGeFVTcXFUYjFMa2VsWjV0Zm5SclRSdm1Yc0RhSGltRzV0N2JXYXByRXVla2xKdUFxU2Rsb0YzUjVxcm1nSmpiYl85TVRBUVpRMUpxaVBEdWNZa3Q1cEFZQXBtYlpuSmtDalEyWDJXSTIxcVcxRk1JdjR0d2lMSHQ2SUo5M282TVVPVTQ0ckVSQU56MEFqT3NvMGVZdW5YNTFZdFBLTWd2QllidV9RQ3ZqaXpjX2lCbQ?oc=5,Reuters,financial,crude oil futures,covid_oil_shock,0,True
2020-03-31,Billionaire investor Steve Cohen: 'After an earthquake there are tremors',Billionaire investor Steve Cohen: 'After an earthquake there are tremors' Reuters,https://news.google.com/rss/articles/CBMixAFBVV95cUxQdmhkTzMydVRadmkzbExpeHJSbWRpTHRFQjVzNGdFeE1DMmFsTTJfMUtEUmlrT2JqMnQ1ek9sNkp4QnF5MGNCSVJ1REZNRERaMGRyc3ZCT1VFQjhTczNaWmZfbkNPaGNtVzV6ZTBOc0VhNktLYlhRSDVtODlBLW9qWElSeEtwYzdaeWc2QWRuM1VrTmQtX2hBMHNpVGxwNllSc3FWNWNaTHNzRm9uSVl0b3JQLXBFYW9rRi03LVZFaUxTV2FC?oc=5,Reuters,financial,crude oil futures,covid_oil_shock,0,True
2020-03-30,Exclusive: Russian state gave up majority stake in Rosneft in Venezuela deal - source,Exclusive: Russian state gave up majority stake in Rosneft in Venezuela deal - source Reuters,https://news.google.com/rss/articles/CBMizgFBVV95cUxOSkxwUWV0a0lHQmlXWnUxRGp0QWl1SUhuQ3E4NE5VNjVVcGtvYXU3eENEa2JBdHpPVTA3RU5oR1dITEpGZVRtbEdnMEppU0FoWkVRSHE4Vk1CbWVuOTNFMjVuUWxwZS1WMExNaTNiN0hzTUMzM0JsNWF6MGk4b0JNbWdrOGdneDAxMHozZVRsaGRYTU9peXRIZ0poQUZMbmRRMmc0NG1JWC1hM29XRDFfbjlLbGx0eWlkTi0xV2NXSXVhRlRFcmdCWDNVQ3JCUQ?oc=5,Reuters,financial,crude oil futures,covid_oil_shock,0,True
2020-03-30,Japanese comedian Ken Shimura dies from coronavirus,Japanese comedian Ken Shimura dies from coronavirus Reuters,https://news.google.com/rss/articles/CBMipwFBVV95cUxPMXFvOGljZUFyWDNlTzVmS1Eyczk5TUJwcW9NcW9GZG5CY25nYm0wOFBOQ2JzTy1Ud0NkUV92Rm90NmJOZkU3QXRONEVLRTA4NWdIYjFHZ3VkNVNXZEdvLWhiVzVNM3hfZDBNUHFHS3Z2Rmh1Y3hTYjlkRWtZcHBOY1hkMVB6QXptZ3FacVNwRl9lMGtIaTRUdmx4WUh5V2k2VEQtX3lNcw?oc=5,Reuters,financial,crude oil futures,covid_oil_shock,0,True
2020-03-30,Hard times shape speedy Saudi and Kuwaiti coronavirus response,Hard times shape speedy Saudi and Kuwaiti coronavirus response Reuters,https://news.google.com/rss/articles/CBMitgFBVV95cUxQQ1NMZ0lRN1pWeTdKUkhwOHY5anhfNGlaMmVVM2RRa0lnSXJKR2xDN1VFcFZjcGZCLW9Qdnd3Um1tbHVkT1o2aE5senlELTBEcldjbHc1NENaUnpDZzhRR2xHcW9XTHlWamhJdy1TdVFoek40dGlrNFZMZW5rejExMjNoNWRHVmNMdHE0eF85UW1OTUJ6c29xRC1VaVdIWE1tOTRUSFVoLXRXdW5nMUdkb1MzM21Rdw?oc=5,Reuters,financial,crude oil futures,covid_oil_shock,0,True
2020-03-28,Rosneft sells Venezuelan assets to Russia after U.S. sanctions ramp up,Rosneft sells Venezuelan assets to Russia after U.S. sanctions ramp up Reuters,https://news.google.com/rss/articles/CBMivgFBVV95cUxOTFl5M2ZJWnlqWHJneVN1ZzdqZzVSeHVWR2NOQTJIU3RIOHlpUVBXNjhjQUdtYXExTlYzUUFQcDk1Y3pqeG1TSFhCNDBlVHE5cEF6TlJITll1cnN2MVNBRktZeGRGb2gwQXdYWXAyYmIwWnJfTjFxTktIcFNPcXdyZlZnWTBtUEYyZE1vNUlKWUxCeFRZUDBNeXhWNmdkNFQ5MWdNbE03Mkd2d1lSdUxuYnNMdzV6bVh1SnhtOUFR?oc=5,Reuters,financial,crude oil futures,covid_oil_shock,0,True
2020-03-28,Turkey's Erdogan replaces transport minister amid virus outbreak,Turkey's Erdogan replaces transport minister amid virus outbreak Reuters,https://news.google.com/rss/articles/CBMitwFBVV95cUxOMGg0V3VocHEtVHVDS3NIZk1MUkp6NmJYNFVGQncwbVYzdnRTY1ZzeHpLSWlSSDRaU0Q1Z1lrQ3hfR3AwVWcxYS1aV0EwWjdKQl9xZkRUajg0Ynd6eVhlTi1SR2pDTWVmWU5aNDUtaUZVdGk0NjZnT0xRZzZqUEVpUVZ2dkVlb3VlTTFXdGhwUzNoNXk2WGVxcmxjMEtGVjQ1OS15ZHVPQVpTSzdhNzNKZWwxTmNaVVU?oc=5,Reuters,financial,crude oil futures,covid_oil_shock,0,True
