fold,MAE,RMSE,R2,Directional_Accuracy
1,1.2711507827021353,1.6834523987151258,0.003543576824949546,0.5156739811912225
2,0.9642357299475085,1.2819005816160434,0.006917406240094182,0.5015673981191222
3,1.0161822126438675,1.323754251578481,-0.0023097061455319423,0.46360759493670883
4,0.8169760285300464,1.1509895571964954,9.566975547414813e-05,0.4755905511811024
5,1.4264906690421957,3.454444583061798,-0.0006851688845550541,0.4582677165354331
