fold,MAE,RMSE,R2,Directional_Accuracy
1,1.2739979445267449,1.6860676831080683,0.0004451331870720665,0.5062695924764891
2,0.9631919966844198,1.284223578287167,0.003314914997892715,0.5250783699059561
3,1.0128917815269387,1.320198767657731,0.0030672891046165107,0.504746835443038
4,0.8142850712275215,1.1487453694976393,0.003991074967657826,0.5354330708661418
5,1.4238494031201832,3.4531984987357354,3.663352220784066e-05,0.5385826771653544
