fold,MAE,RMSE,R2,Directional_Accuracy
1,1.2735572852779993,1.6867271103230899,-0.00033687880862776076,0.5203761755485894
2,0.9602193754123604,1.2876195157391683,-0.0019632241142726325,0.5250783699059561
3,1.0130382888464913,1.325071258308908,-0.004305099606802143,0.4572784810126582
4,0.8173102671754795,1.1510783477560014,-5.860703848692417e-05,0.4440944881889764
5,1.42591491534266,3.4542575992199027,-0.0005768406778847712,0.5716535433070866
