fold,MAE,RMSE,R2,Directional_Accuracy
1,1.274870960220376,1.6862686544417378,0.00020683451287417665,0.48589341692789967
2,0.9619772487561578,1.2832503475298371,0.004824990103712401,0.5031347962382445
3,1.0105746428504925,1.317956861976504,0.006450312096514144,0.5031645569620253
4,0.8149446062638422,1.1495303917665747,0.0026293174046767565,0.5118110236220472
5,1.421795132843965,3.449612496750868,0.002112395300793879,0.5590551181102362
