fold,MAE,RMSE,R2,Directional_Accuracy
1,1.2726704563118771,1.6850802102442461,0.00161560134886507,0.5282131661442007
2,0.9617573232956147,1.2792386414211467,0.011037510082413382,0.5235109717868338
3,1.013003545673874,1.3192984465724102,0.00442655940990766,0.5063291139240507
4,0.8175739661149695,1.1505926594804772,0.0007851483306957618,0.4818897637795276
5,1.4453185826494472,3.4329789365790973,0.011712549444347964,0.5307086614173229
