fold,MAE,RMSE,R2,Directional_Accuracy
1,1.2720620541678738,1.685120840442545,0.0015674552192148639,0.5203761755485894
2,0.9603210678392604,1.28611534052996,0.0003763613347756989,0.512539184952978
3,1.0129691982350224,1.3248992102843162,-0.004044317418828491,0.4572784810126582
4,0.8171333178349961,1.1511994004605064,-0.00026895964373685466,0.45984251968503936
5,1.4265550605574897,3.4544550299491674,-0.0006912214124263905,0.43622047244094486
