fold,MAE,RMSE,R2,Directional_Accuracy
1,1.2715600965541622,1.6857572304736277,0.0008131918076794697,0.5172413793103449
2,0.9596465189845881,1.2865810424697015,-0.00034769651041322014,0.5219435736677116
3,1.013152563423835,1.3251996685166743,-0.00449975974221295,0.4572784810126582
4,0.8171382438984458,1.151172399989565,-0.00022203916020457903,0.4519685039370079
5,1.426533740788136,3.45444401828122,-0.000684841672762726,0.43622047244094486
