fold,MAE,RMSE,R2,Directional_Accuracy
1,1.2738042158987362,1.6868984096057942,-0.000540071951160348,0.5203761755485894
2,0.9602006268745913,1.2875912536485987,-0.0019192402133323405,0.5250783699059561
3,1.0128700661882208,1.325224741386462,-0.004537770512263117,0.4572784810126582
4,0.8172841866129504,1.1510727583725782,-4.889493254700561e-05,0.4440944881889764
5,1.425668201539289,3.454130123749361,-0.000502991726908375,0.5637795275590551
