feature,importance_gain,importance_split
DollarIndex,332.4260015487671,9
OilProduction,220.02310180664062,6
OilInventories,186.59179878234863,7
IndustryProduction,91.46554136276245,7
RealInterestRate,87.22210121154785,4
TermSpread,75.78863143920898,6
VIX,70.58199977874756,5
CPI,44.79978942871094,3
TreasuryYield,44.58570098876953,3
FedFundsRate,27.063700675964355,2
CPE,21.24810028076172,1
OPECProduction,18.922000885009766,1
