fold,MAE,RMSE,R2,Directional_Accuracy
1,1.2712920992241403,1.684340337199288,0.0024921359303052837,0.5078369905956113
2,0.9650561481762531,1.2819245646511415,0.0068802467944398815,0.5015673981191222
3,1.0157061062096568,1.3227469524788877,-0.0007848890876123171,0.47310126582278483
4,0.8166500691259085,1.1505810113457506,0.0008053795223391669,0.5007874015748032
5,1.4254916239097897,3.454184303793728,-0.0005343789182850056,0.5322834645669291
