feature,importance_gain,importance_split
CPI,459.3878927230835,13
OilProduction,385.1575984954834,10
VIX,276.2404975891113,14
OilInventories,256.237398147583,12
CPE,157.19829845428467,4
DollarIndex,113.18439960479736,5
OPECProduction,60.08299922943115,4
IndustryProduction,46.841190338134766,3
TreasuryYield,39.94949913024902,3
RealInterestRate,27.31160068511963,2
FedFundsRate,15.568499565124512,1
