date,sent_demand_7d,news_demand_7d,nonews_demand_7d,sent_supply_7d,news_supply_7d,nonews_supply_7d,sent_geopolitical_7d,news_geopolitical_7d,nonews_geopolitical_7d,sent_financial_7d,news_financial_7d,nonews_financial_7d
2007-08-09,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1
2007-08-10,0.221255044811047,13.0,0,-0.0118599605436126,6.0,0,-0.0661296143662184,52.0,0,-0.1385572497267276,20.0,0
2007-08-11,0.221255044811047,13.0,0,-0.0118599605436126,6.0,0,-0.0661296143662184,52.0,0,-0.1385572497267276,20.0,0
2007-08-12,0.221255044811047,13.0,0,-0.0118599605436126,6.0,0,-0.0661296143662184,52.0,0,-0.1385572497267276,20.0,0
2007-08-13,0.221255044811047,13.0,0,-0.0118599605436126,6.0,0,-0.0661296143662184,52.0,0,-0.1385572497267276,20.0,0
2007-08-14,0.221255044811047,13.0,0,-0.0118599605436126,6.0,0,-0.008891208446584652,53.0,0,-0.1385572497267276,20.0,0
2007-08-15,0.221255044811047,13.0,0,-0.0118599605436126,6.0,0,-0.008891208446584652,53.0,0,-0.1385572497267276,20.0,0
2007-08-16,-0.3692391294126327,14.0,0,-0.4857966320899625,7.0,0,-0.09988777197173072,56.0,0,-0.54914527668152,21.0,0
2007-08-17,-0.9597333036363124,1.0,0,-0.9597333036363124,1.0,0,-0.1167668507744869,4.0,0,-0.9597333036363124,1.0,0
2007-08-18,-0.9597333036363124,1.0,0,-0.9597333036363124,1.0,0,-0.1167668507744869,4.0,0,-0.9597333036363124,1.0,0
2007-08-19,-0.9597333036363124,1.0,0,-0.9597333036363124,1.0,0,-0.14543107483122086,5.0,0,-0.9597333036363124,1.0,0
2007-08-20,-0.9597333036363124,1.0,0,-0.9597333036363124,1.0,0,-0.14543107483122086,5.0,0,-0.9597333036363124,1.0,0
2007-08-21,-0.9597333036363124,1.0,0,-0.9597333036363124,1.0,0,0.12819562614378002,5.0,0,-0.04525300161913032,2.0,0
2007-08-22,-0.9597333036363124,1.0,0,-0.9597333036363124,1.0,0,0.12819562614378002,5.0,0,-0.04525300161913032,2.0,0
2007-08-23,0.0,0.0,1,0.0,0.0,1,0.33323388872668147,2.0,0,0.8692273003980517,1.0,0
2007-08-24,0.0,0.0,1,0.0,0.0,1,0.33323388872668147,2.0,0,0.8692273003980517,1.0,0
2007-08-25,0.0,0.0,1,0.0,0.0,1,0.33323388872668147,2.0,0,0.8692273003980517,1.0,0
2007-08-26,0.0,0.0,1,0.0,0.0,1,0.8692273003980517,1.0,0,0.8692273003980517,1.0,0
2007-08-27,0.0,0.0,1,0.0,0.0,1,0.8692273003980517,1.0,0,0.8692273003980517,1.0,0
2007-08-28,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1
2007-08-29,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1
2007-08-30,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1
2007-08-31,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1
2007-09-01,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1
2007-09-02,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1
2007-09-03,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1
2007-09-04,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1
2007-09-05,0.0,0.0,1,0.0,0.0,1,-0.5366315934807062,2.0,0,0.0,0.0,1
2007-09-06,0.0,0.0,1,0.0,0.0,1,-0.4318590397015214,3.0,0,-0.3270864859223366,1.0,0
2007-09-07,0.0,0.0,1,0.0,0.0,1,0.021837950994571087,4.0,0,-0.3270864859223366,1.0,0
2007-09-08,0.0,0.0,1,0.0,0.0,1,0.021837950994571087,4.0,0,-0.3270864859223366,1.0,0
2007-09-09,0.0,0.0,1,0.0,0.0,1,0.038850515615195064,5.0,0,-0.3270864859223366,1.0,0
2007-09-10,-0.9500281447544694,1.0,0,0.0,0.0,1,0.038850515615195064,5.0,0,-0.3270864859223366,1.0,0
2007-09-11,-0.9500281447544694,1.0,0,0.0,0.0,1,-0.11897521577775476,6.0,0,-0.3270864859223366,1.0,0
2007-09-12,-0.9500281447544694,1.0,0,0.0,0.0,1,0.0065348766744137005,5.0,0,-0.3270864859223366,1.0,0
2007-09-13,-0.9500281447544694,1.0,0,0.0,0.0,1,0.08994021732360127,4.0,0,0.0,0.0,1
2007-09-14,-0.9500281447544694,1.0,0,0.0,0.0,1,-0.1898236876974503,3.0,0,0.0,0.0,1
2007-09-15,-0.9500281447544694,1.0,0,0.0,0.0,1,-0.1898236876974503,3.0,0,0.0,0.0,1
2007-09-16,-0.9500281447544694,1.0,0,0.0,0.0,1,-0.329679636284709,2.0,0,0.0,0.0,1
2007-09-17,0.0,0.0,1,0.0,0.0,1,-0.329679636284709,2.0,0,0.0,0.0,1
2007-09-18,0.0,0.0,1,0.0082609932869672,1.0,0,0.048437702935189,3.0,0,0.0036520808935165,1.0,0
2007-09-19,0.0,0.0,1,0.0082609932869672,1.0,0,0.0059565370902419,2.0,0,0.0036520808935165,1.0,0
2007-09-20,0.0,0.0,1,0.0082609932869672,1.0,0,0.0059565370902419,2.0,0,0.0036520808935165,1.0,0
2007-09-21,0.0,0.0,1,0.0082609932869672,1.0,0,0.0059565370902419,2.0,0,0.0036520808935165,1.0,0
2007-09-22,0.0,0.0,1,0.0082609932869672,1.0,0,0.0059565370902419,2.0,0,0.0036520808935165,1.0,0
2007-09-23,0.0,0.0,1,0.0082609932869672,1.0,0,0.0059565370902419,2.0,0,0.0036520808935165,1.0,0
2007-09-24,0.0,0.0,1,0.0082609932869672,1.0,0,0.0059565370902419,2.0,0,0.0036520808935165,1.0,0
2007-09-25,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1
2007-09-26,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1
2007-09-27,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1
2007-09-28,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1
2007-09-29,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1
2007-09-30,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1
2007-10-01,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1
2007-10-02,0.0,0.0,1,0.0,0.0,1,-0.5087222307920456,1.0,0,-0.5087222307920456,1.0,0
2007-10-03,0.0,0.0,1,0.0,0.0,1,-0.5087222307920456,1.0,0,-0.5087222307920456,1.0,0
2007-10-04,0.0,0.0,1,0.0,0.0,1,-0.5087222307920456,1.0,0,-0.5087222307920456,1.0,0
2007-10-05,0.0,0.0,1,0.0,0.0,1,-0.5087222307920456,1.0,0,-0.5087222307920456,1.0,0
2007-10-06,0.0,0.0,1,0.0,0.0,1,-0.03503586212173104,3.0,0,-0.5087222307920456,1.0,0
2007-10-07,0.0,0.0,1,0.0,0.0,1,-0.03503586212173104,3.0,0,-0.5087222307920456,1.0,0
2007-10-08,0.0,0.0,1,0.0,0.0,1,-0.03503586212173104,3.0,0,-0.5087222307920456,1.0,0
2007-10-09,0.0,0.0,1,0.0,0.0,1,0.3876242465339601,3.0,0,0.0,0.0,1
2007-10-10,0.0,0.0,1,0.0,0.0,1,0.1262651914730668,4.0,0,0.0,0.0,1
2007-10-11,0.0,0.0,1,0.0,0.0,1,0.1262651914730668,4.0,0,0.0,0.0,1
2007-10-12,0.0,0.0,1,0.0,0.0,1,0.09291949192993343,5.0,0,-0.0071176066994667,1.0,0
2007-10-13,0.0,0.0,1,0.0,0.0,1,-0.22927115857601166,4.0,0,-0.0071176066994667,1.0,0
2007-10-14,0.0,0.0,1,0.0,0.0,1,-0.22927115857601166,4.0,0,-0.0071176066994667,1.0,0
2007-10-15,0.0,0.0,1,0.0,0.0,1,-0.22927115857601166,4.0,0,-0.0071176066994667,1.0,0
2007-10-16,0.0,0.0,1,0.0,0.0,1,-0.1148702003993094,4.0,0,-0.0071176066994667,1.0,0
2007-10-17,0.0,0.0,1,0.0,0.0,1,-0.0210092943161726,3.0,0,-0.0071176066994667,1.0,0
2007-10-18,0.0,0.0,1,0.0,0.0,1,-0.0210092943161726,3.0,0,-0.0071176066994667,1.0,0
2007-10-19,0.0,0.0,1,0.0,0.0,1,-0.02795513812452555,2.0,0,0.0,0.0,1
2007-10-20,0.0,0.0,1,0.0,0.0,1,0.7942018192261457,1.0,0,0.0,0.0,1
2007-10-21,0.0,0.0,1,0.0,0.0,1,0.7942018192261457,1.0,0,0.0,0.0,1
2007-10-22,0.0,0.0,1,0.0,0.0,1,0.7942018192261457,1.0,0,0.0,0.0,1
2007-10-23,0.6347435116767883,1.0,0,0.0,0.0,1,0.6347435116767883,1.0,0,0.6347435116767883,1.0,0
2007-10-24,0.6347435116767883,1.0,0,0.0,0.0,1,0.29119458701461554,2.0,0,0.6347435116767883,1.0,0
2007-10-25,0.6347435116767883,1.0,0,0.0,0.0,1,0.29119458701461554,2.0,0,0.6347435116767883,1.0,0
2007-10-26,0.6347435116767883,1.0,0,0.0,0.0,1,0.2326270385334889,3.0,0,0.6347435116767883,1.0,0
2007-10-27,0.6347435116767883,1.0,0,0.0,0.0,1,0.2326270385334889,3.0,0,0.6347435116767883,1.0,0
2007-10-28,0.6347435116767883,1.0,0,0.0,0.0,1,0.2326270385334889,3.0,0,0.6347435116767883,1.0,0
2007-10-29,0.6347435116767883,1.0,0,0.0,0.0,1,0.2326270385334889,3.0,0,0.6347435116767883,1.0,0
2007-10-30,0.8491070605814457,1.0,0,0.0,0.0,1,0.015986276790499698,3.0,0,0.0,0.0,1
2007-10-31,0.8491070605814457,1.0,0,0.0,0.0,1,0.050156584009528146,2.0,0,0.0,0.0,1
2007-11-01,0.4961538854986429,2.0,0,0.1432007104158401,1.0,0,0.08117129281163213,3.0,0,0.1432007104158401,1.0,0
2007-11-02,0.4961538854986429,2.0,0,0.1432007104158401,1.0,0,0.0507191829383373,3.0,0,0.1432007104158401,1.0,0
2007-11-03,0.4961538854986429,2.0,0,0.1432007104158401,1.0,0,0.0507191829383373,3.0,0,0.1432007104158401,1.0,0
2007-11-04,0.4961538854986429,2.0,0,0.1432007104158401,1.0,0,0.0507191829383373,3.0,0,0.1432007104158401,1.0,0
2007-11-05,0.4961538854986429,2.0,0,0.1432007104158401,1.0,0,0.04918601270765062,4.0,0,0.09389360621571535,2.0,0
2007-11-06,0.1432007104158401,1.0,0,0.1432007104158401,1.0,0,-0.17679508333094426,4.0,0,0.09389360621571535,2.0,0
2007-11-07,0.1432007104158401,1.0,0,0.1432007104158401,1.0,0,-0.24310708586126575,5.0,0,-0.10685596118370695,3.0,0
2007-11-08,0.0,0.0,1,0.0,0.0,1,-0.3396840349305422,4.0,0,-0.23188429698348048,2.0,0
2007-11-09,0.0,0.0,1,0.0,0.0,1,-0.49737457962085807,6.0,0,-0.47130547370761633,3.0,0
2007-11-10,0.0,0.0,1,0.0,0.0,1,-0.49737457962085807,6.0,0,-0.47130547370761633,3.0,0
2007-11-11,0.0,0.0,1,0.0,0.0,1,-0.49737457962085807,6.0,0,-0.47130547370761633,3.0,0
2007-11-12,0.0,0.0,1,0.0,0.0,1,-0.49441036147375905,6.0,0,-0.7292514615692198,2.0,0
2007-11-13,0.0,0.0,1,0.0,0.0,1,-0.35284609606282585,5.0,0,-0.7292514615692198,2.0,0
2007-11-14,0.0,0.0,1,0.0,0.0,1,-0.08063154677963923,6.0,0,-0.950147827155888,1.0,0
2007-11-15,-0.9101716298609972,1.0,0,0.063502823933959,1.0,0,-0.044597954101239665,7.0,0,-0.950147827155888,1.0,0
2007-11-16,-0.9101716298609972,1.0,0,0.063502823933959,1.0,0,0.1427449168016513,4.0,0,0.0,0.0,1
2007-11-17,-0.9101716298609972,1.0,0,0.063502823933959,1.0,0,0.1427449168016513,4.0,0,0.0,0.0,1
2007-11-18,-0.9101716298609972,1.0,0,0.063502823933959,1.0,0,0.1427449168016513,4.0,0,0.0,0.0,1
2007-11-19,-0.9101716298609972,1.0,0,0.063502823933959,1.0,0,0.04867285676300528,4.0,0,0.0,0.0,1
2007-11-20,-0.9101716298609972,1.0,0,0.022323305718600747,2.0,0,0.04867285676300528,4.0,0,0.0,0.0,1
2007-11-21,-0.9101716298609972,1.0,0,0.022323305718600747,2.0,0,0.0026046230147282376,3.0,0,0.0,0.0,1
2007-11-22,0.0,0.0,1,-0.0188562124967575,1.0,0,-0.02784447744488714,2.0,0,0.0,0.0,1
2007-11-23,0.0,0.0,1,-0.0188562124967575,1.0,0,0.11663861076037091,3.0,0,0.0,0.0,1
2007-11-24,0.0,0.0,1,-0.0188562124967575,1.0,0,0.11663861076037091,3.0,0,0.0,0.0,1
2007-11-25,0.0,0.0,1,-0.0188562124967575,1.0,0,0.11663861076037091,3.0,0,0.0,0.0,1
2007-11-26,0.0,0.0,1,-0.0188562124967575,1.0,0,0.28784431889653206,2.0,0,0.0,0.0,1
2007-11-27,0.0,0.0,1,0.0,0.0,1,0.250595120092233,3.0,0,0.1760967224836349,1.0,0
2007-11-28,0.0,0.0,1,0.0,0.0,1,0.025651554266611736,3.0,0,0.1760967224836349,1.0,0
2007-11-29,0.0,0.0,1,0.0,0.0,1,0.025651554266611736,3.0,0,0.1760967224836349,1.0,0
2007-11-30,0.0,0.0,1,0.0,0.0,1,-0.1643250621855259,2.0,0,0.1760967224836349,1.0,0
2007-12-01,0.0,0.0,1,0.0,0.0,1,-0.1643250621855259,2.0,0,0.1760967224836349,1.0,0
2007-12-02,0.9039308205246924,1.0,0,0.0,0.0,1,-0.1643250621855259,2.0,0,0.1760967224836349,1.0,0
2007-12-03,0.9039308205246924,1.0,0,0.0,0.0,1,-0.1643250621855259,2.0,0,0.1760967224836349,1.0,0
2007-12-04,0.3295290656387806,2.0,0,0.0,0.0,1,-0.5047468468546867,1.0,0,0.0,0.0,1
2007-12-05,0.3295290656387806,2.0,0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1
2007-12-06,0.4079737781236569,3.0,0,0.0,0.0,1,0.5648632030934095,1.0,0,-0.0607885429635643,2.0,0
2007-12-07,0.2574388845823705,4.0,0,0.0,0.0,1,0.18534870352596047,2.0,0,-0.12747716950252638,3.0,0
2007-12-08,0.2574388845823705,4.0,0,0.0,0.0,1,0.18534870352596047,2.0,0,-0.12747716950252638,3.0,0
2007-12-09,-0.160986915230751,4.0,0,-0.7697723787277937,1.0,0,-0.13302499055862424,3.0,0,-0.3415755725776155,4.0,0
2007-12-10,-0.160986915230751,4.0,0,-0.7697723787277937,1.0,0,-0.13302499055862424,3.0,0,-0.3415755725776155,4.0,0
2007-12-11,-0.13302499055862424,3.0,0,-0.8429591124877334,2.0,0,-0.13302499055862424,3.0,0,-0.3415755725776155,4.0,0
2007-12-12,-0.13302499055862424,3.0,0,-0.8429591124877334,2.0,0,-0.13302499055862424,3.0,0,-0.3415755725776155,4.0,0
2007-12-13,-0.48196908738464117,2.0,0,-0.8429591124877334,2.0,0,-0.24936049586782852,4.0,0,-0.2834628410637378,3.0,0
2007-12-14,-0.7697723787277937,1.0,0,-0.8429591124877334,2.0,0,-0.27695784578099847,3.0,0,-0.3281113635748625,2.0,0
2007-12-15,-0.7697723787277937,1.0,0,-0.8429591124877334,2.0,0,0.018227216477195423,4.0,0,-0.01587512871871392,3.0,0
2007-12-16,0.0,0.0,1,-0.916145846247673,1.0,0,0.41222701407969,3.0,0,0.36107349628582597,2.0,0
2007-12-17,0.0,0.0,1,-0.916145846247673,1.0,0,0.41222701407969,3.0,0,0.36107349628582597,2.0,0
2007-12-18,0.0,0.0,1,0.0,0.0,1,0.41222701407969,3.0,0,0.36107349628582597,2.0,0
2007-12-19,0.0,0.0,1,0.0,0.0,1,0.41222701407969,3.0,0,0.36107349628582597,2.0,0
2007-12-20,0.0,0.0,1,0.0,0.0,1,0.6085973409935832,1.0,0,0.6085973409935832,1.0,0
2007-12-21,0.0,0.0,1,0.0,0.0,1,0.6085973409935832,1.0,0,0.6085973409935832,1.0,0
2007-12-22,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1
2007-12-23,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1
2007-12-24,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1
2007-12-25,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1
2007-12-26,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1
2007-12-27,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1
2007-12-28,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1
2007-12-29,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1
2007-12-30,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1
2007-12-31,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1
2008-01-01,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1
2008-01-02,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1
2008-01-03,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1
2008-01-04,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1
2008-01-05,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1
2008-01-06,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1
2008-01-07,0.0,0.0,1,0.9164062663912772,1.0,0,0.0,0.0,1,0.0,0.0,1
2008-01-08,-0.9153543887659908,1.0,0,0.9164062663912772,1.0,0,-0.9153543887659908,1.0,0,-0.9153543887659908,1.0,0
2008-01-09,-0.9153543887659908,1.0,0,0.9164062663912772,1.0,0,-0.9153543887659908,1.0,0,-0.9153543887659908,1.0,0
2008-01-10,-0.9153543887659908,1.0,0,0.9164062663912772,1.0,0,-0.9153543887659908,1.0,0,-0.9153543887659908,1.0,0
2008-01-11,0.0113442144356668,2.0,0,0.9164062663912772,1.0,0,-0.9153543887659908,1.0,0,-0.9153543887659908,1.0,0
2008-01-12,0.0113442144356668,2.0,0,0.9164062663912772,1.0,0,-0.9153543887659908,1.0,0,-0.9153543887659908,1.0,0
2008-01-13,0.0113442144356668,2.0,0,0.9164062663912772,1.0,0,-0.9153543887659908,1.0,0,-0.9153543887659908,1.0,0
2008-01-14,0.0113442144356668,2.0,0,0.0,0.0,1,-0.9153543887659908,1.0,0,-0.9153543887659908,1.0,0
2008-01-15,0.9380428176373244,1.0,0,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1
2008-01-16,0.9380428176373244,1.0,0,0.0,0.0,1,0.1303505785763263,1.0,0,0.0,0.0,1
2008-01-17,0.4603400342166425,3.0,0,0.2562641240656376,1.0,0,0.05649391468614339,3.0,0,-0.0173627492040395,2.0,0
2008-01-18,-0.4729373499285429,4.0,0,0.2562641240656376,1.0,0,0.05649391468614339,3.0,0,-0.0173627492040395,2.0,0
2008-01-19,-0.4729373499285429,4.0,0,0.2562641240656376,1.0,0,0.05649391468614339,3.0,0,-0.0173627492040395,2.0,0
2008-01-20,-0.4729373499285429,4.0,0,0.2562641240656376,1.0,0,0.05649391468614339,3.0,0,-0.0173627492040395,2.0,0
2008-01-21,-0.4729373499285429,4.0,0,0.2562641240656376,1.0,0,0.05649391468614339,3.0,0,-0.0173627492040395,2.0,0
2008-01-22,-0.4729373499285429,4.0,0,0.2562641240656376,1.0,0,0.33398937806487083,4.0,0,-0.0173627492040395,2.0,0
2008-01-23,-0.6251828299524883,6.0,0,-0.340149656869471,2.0,0,-0.01935207812736432,5.0,0,-0.47351826960220933,4.0,0
2008-01-24,-0.9290928703267127,4.0,0,-0.9365634378045796,1.0,0,-0.020346742589026738,3.0,0,-0.9296737900003792,2.0,0
2008-01-25,-0.9296737900003792,2.0,0,-0.9365634378045796,1.0,0,-0.020346742589026738,3.0,0,-0.9296737900003792,2.0,0
2008-01-26,-0.9296737900003792,2.0,0,-0.9365634378045796,1.0,0,-0.020346742589026738,3.0,0,-0.9296737900003792,2.0,0
2008-01-27,-0.9296737900003792,2.0,0,-0.9365634378045796,1.0,0,-0.020346742589026738,3.0,0,-0.9296737900003792,2.0,0
2008-01-28,-0.9296737900003792,2.0,0,-0.9365634378045796,1.0,0,0.030351968792577542,4.0,0,-0.9296737900003792,2.0,0
2008-01-29,-0.9296737900003792,2.0,0,-0.9365634378045796,1.0,0,-0.39896219922229653,3.0,0,-0.9296737900003792,2.0,0
2008-01-30,0.8992817420512438,1.0,0,0.0,0.0,1,0.515515566803515,2.0,0,0.8992817420512438,1.0,0
2008-01-31,0.8992817420512438,1.0,0,0.0,0.0,1,0.515515566803515,2.0,0,0.8992817420512438,1.0,0
2008-02-01,0.8992817420512438,1.0,0,0.0,0.0,1,0.515515566803515,2.0,0,0.8992817420512438,1.0,0
2008-02-02,0.8992817420512438,1.0,0,0.0,0.0,1,0.515515566803515,2.0,0,0.8992817420512438,1.0,0
2008-02-03,0.8992817420512438,1.0,0,0.0,0.0,1,0.515515566803515,2.0,0,0.8992817420512438,1.0,0
2008-02-04,0.8992817420512438,1.0,0,0.0,0.0,1,0.8992817420512438,1.0,0,0.8992817420512438,1.0,0
2008-02-05,0.8992817420512438,1.0,0,0.0,0.0,1,0.8992817420512438,1.0,0,0.8992817420512438,1.0,0
2008-02-06,0.0,0.0,1,0.0,0.0,1,-0.0734090190380811,1.0,0,0.0,0.0,1
2008-02-07,0.0,0.0,1,0.0,0.0,1,-0.0734090190380811,1.0,0,0.0,0.0,1
2008-02-08,0.0,0.0,1,0.0,0.0,1,-0.0734090190380811,1.0,0,0.0,0.0,1
2008-02-09,0.0,0.0,1,0.0,0.0,1,-0.0734090190380811,1.0,0,0.0,0.0,1
2008-02-10,0.0,0.0,1,0.0,0.0,1,-0.0734090190380811,1.0,0,0.0,0.0,1
2008-02-11,0.0,0.0,1,0.0,0.0,1,-0.0734090190380811,1.0,0,0.0,0.0,1
2008-02-12,0.0,0.0,1,0.0,0.0,1,-0.0734090190380811,1.0,0,0.0,0.0,1
2008-02-13,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1
2008-02-14,0.0,0.0,1,0.0,0.0,1,0.0473738992586731,1.0,0,0.0,0.0,1
2008-02-15,0.0,0.0,1,0.0,0.0,1,0.0473738992586731,1.0,0,0.0,0.0,1
2008-02-16,0.0,0.0,1,0.0,0.0,1,0.0691378316842019,2.0,0,0.0,0.0,1
2008-02-17,0.0,0.0,1,0.0,0.0,1,0.0691378316842019,2.0,0,0.0,0.0,1
2008-02-18,0.0,0.0,1,0.0,0.0,1,0.0691378316842019,2.0,0,0.0,0.0,1
2008-02-19,0.0,0.0,1,0.0,0.0,1,0.0691378316842019,2.0,0,0.0,0.0,1
2008-02-20,0.0,0.0,1,0.0,0.0,1,0.0691378316842019,2.0,0,0.0,0.0,1
2008-02-21,0.0,0.0,1,0.0,0.0,1,-0.38428202038630843,2.0,0,-0.0521658211946487,1.0,0
2008-02-22,0.0,0.0,1,0.0,0.0,1,-0.38428202038630843,2.0,0,0.024658627808093997,2.0,0
2008-02-23,0.0,0.0,1,0.0,0.0,1,-0.8594658048823476,1.0,0,0.024658627808093997,2.0,0
2008-02-24,0.0,0.0,1,0.0,0.0,1,-0.8594658048823476,1.0,0,0.024658627808093997,2.0,0
2008-02-25,0.0,0.0,1,0.0,0.0,1,-0.8594658048823476,1.0,0,0.024658627808093997,2.0,0
2008-02-26,0.0,0.0,1,0.0,0.0,1,-0.8594658048823476,1.0,0,0.024658627808093997,2.0,0
2008-02-27,-0.9116092175245284,1.0,0,-0.9116092175245284,1.0,0,-0.885537511203438,2.0,0,-0.28743065396944684,3.0,0
2008-02-28,-0.16762498253956432,2.0,0,-0.9116092175245284,1.0,0,-0.16762498253956432,2.0,0,-0.40506307035684586,2.0,0
2008-02-29,-0.16762498253956432,2.0,0,-0.9116092175245284,1.0,0,-0.16762498253956432,2.0,0,-0.9116092175245284,1.0,0
2008-03-01,-0.16762498253956432,2.0,0,-0.531209586188197,2.0,0,-0.16762498253956432,2.0,0,-0.9116092175245284,1.0,0
2008-03-02,-0.16762498253956432,2.0,0,-0.531209586188197,2.0,0,-0.16762498253956432,2.0,0,-0.9116092175245284,1.0,0
2008-03-03,-0.16762498253956432,2.0,0,-0.531209586188197,2.0,0,-0.16762498253956432,2.0,0,-0.9116092175245284,1.0,0
2008-03-04,-0.16762498253956432,2.0,0,-0.531209586188197,2.0,0,-0.10568335372954606,3.0,0,-0.9116092175245284,1.0,0
2008-03-05,0.5763592524453998,1.0,0,-0.1508099548518657,1.0,0,0.29727957816794515,2.0,0,0.0,0.0,1
2008-03-06,0.0,0.0,1,-0.1508099548518657,1.0,0,0.0181999038904905,1.0,0,0.0,0.0,1
2008-03-07,0.0,0.0,1,-0.1508099548518657,1.0,0,0.4746688101440668,2.0,0,0.9311377163976432,1.0,0
2008-03-08,0.0,0.0,1,0.0,0.0,1,0.10194147750735283,3.0,0,0.1438122643157841,2.0,0
2008-03-09,0.0,0.0,1,0.0,0.0,1,0.10194147750735283,3.0,0,0.1438122643157841,2.0,0
2008-03-10,0.0,0.0,1,0.0,0.0,1,0.10194147750735283,3.0,0,0.1438122643157841,2.0,0
2008-03-11,0.0,0.0,1,0.0,0.0,1,-0.10422324451307453,3.0,0,-0.10422324451307448,3.0,0
2008-03-12,0.0,0.0,1,0.0,0.0,1,-0.10422324451307453,3.0,0,-0.10422324451307448,3.0,0
2008-03-13,0.0,0.0,1,0.0,0.0,1,-0.060450234450399876,4.0,0,-0.10422324451307448,3.0,0
2008-03-14,0.0,0.0,1,0.0,0.0,1,-0.39097955139974755,3.0,0,-0.6219037249684334,2.0,0
2008-03-15,0.0,0.0,1,0.0,0.0,1,-0.2647127332165838,2.0,0,-0.6002942621707916,1.0,0
2008-03-16,0.0,0.0,1,0.0,0.0,1,-0.2647127332165838,2.0,0,-0.6002942621707916,1.0,0
2008-03-17,0.0,0.0,1,0.0,0.0,1,-0.2647127332165838,2.0,0,-0.6002942621707916,1.0,0
2008-03-18,0.0,0.0,1,0.0,0.0,1,0.0708687957376241,1.0,0,0.0,0.0,1
2008-03-19,0.0,0.0,1,0.0,0.0,1,0.0708687957376241,1.0,0,0.0,0.0,1
2008-03-20,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1
2008-03-21,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1
2008-03-22,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1
2008-03-23,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1
2008-03-24,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1
2008-03-25,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1
2008-03-26,0.0,0.0,1,0.0,0.0,1,-0.0373673141002655,1.0,0,0.0,0.0,1
2008-03-27,0.0,0.0,1,0.0,0.0,1,-0.0373673141002655,1.0,0,0.0,0.0,1
2008-03-28,0.0,0.0,1,0.0,0.0,1,-0.0373673141002655,1.0,0,0.0,0.0,1
2008-03-29,0.0,0.0,1,0.0,0.0,1,-0.0373673141002655,1.0,0,0.0,0.0,1
2008-03-30,0.0,0.0,1,0.0,0.0,1,-0.0373673141002655,1.0,0,0.0,0.0,1
2008-03-31,0.0,0.0,1,0.0,0.0,1,-0.0373673141002655,1.0,0,0.0,0.0,1
