R2,RMSE,MAE,Directional_Accuracy,fold,model,best_iteration,n_train,n_valid
0.0001210158570135178,1.6224108072827697,1.1986106566609576,0.5269761606022585,1,new_optuna,1,803,799
-0.0039393306272457185,1.337041952022384,1.0244394679542597,0.45979899497487436,2,new_optuna,4,1602,799
0.0073571668879085506,1.1149742329886008,0.8061982054787883,0.5120101137800253,3,new_optuna,25,2401,799
0.01231428501092302,3.283479442871716,1.5737504516974965,0.5270440251572327,4,new_optuna,582,3200,799
-0.0006363957678090504,1.609197544135066,1.1768978660803688,0.5018820577164367,5,new_optuna,1,3999,799
