R2,RMSE,MAE,Directional_Accuracy,fold,model,best_iteration,n_train,n_valid
0.0006487003152397808,1.6219826384916671,1.198839914740904,0.5244667503136763,1,new_default,10,803,799
-0.0022207944493632947,1.3358970924385292,1.024462052128956,0.4635678391959799,2,new_default,50,1602,799
0.0005932401262327414,1.1187665337808463,0.805750433306365,0.4993678887484197,3,new_default,9,2401,799
0.00016200531138144125,3.3036173134174227,1.553858831137191,0.519496855345912,4,new_default,14,3200,799
-0.00025230006646626,1.6088886681104688,1.1767311714365962,0.5169385194479298,5,new_default,1,3999,799
